RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
53,48,Charley Hoffman,97,66.78,"1,166","1,746",-0.30
54,52,Kevin Sutherland,96,66.73,"1,141","1,710",-0.26
54,58,Bo Van Pelt,100,66.73,"1,105","1,656",-0.29
54,68,Nick O'Hern,90,66.73,"1,033","1,548",-0.25
57,59,Brendon de Jonge,90,66.67,"1,032","1,548",-0.26
57,54,Steve Stricker,81,66.67,948,"1,422",-0.30
57,51,Steve Flesch,77,66.67,924,"1,386",-0.23
57,54,Camilo Villegas,76,66.67,876,"1,314",-0.27
61,54,Kevin Streelman,97,66.61,"1,115","1,674",-0.27
62,54,Glen Day,79,66.59,851,"1,278",-0.20
63,61,Alex Cejka,82,66.52,922,"1,386",-0.25
64,62,Mark Wilson,99,66.49,"1,137","1,710",-0.26
65,64,Tag Ridings,50,66.41,526,792,-0.29
66,65,Jeff Klauk,97,66.37,"1,135","1,710",-0.25
67,66,Martin Laird,72,66.35,836,"1,260",-0.29
68,77,Billy Mayfair,83,66.33,991,"1,494",-0.20
69,93,Rick Price,54,66.32,573,864,-0.21
70,82,Kris Blanks,60,66.26,644,972,-0.29
71,84,D.A. Points,99,66.25,"1,109","1,674",-0.26
71,67,Ted Purdy,101,66.25,"1,109","1,674",-0.28
73,81,Colt Knost,71,66.23,751,"1,134",-0.25
74,79,Scott Piercy,85,66.19,965,"1,458",-0.28
75,69,Vijay Singh,71,66.18,822,"1,242",-0.23
76,70,Y.E. Yang,83,66.17,941,"1,422",-0.27
77,71,Ryan Moore,89,66.14,"1,012","1,530",-0.28
78,72,Nick Watney,86,66.09,"1,023","1,548",-0.30
79,73,Ernie Els,70,66.08,785,"1,188",-0.25
80,74,Dustin Johnson,85,66.07,999,"1,512",-0.31
81,75,K.J. Choi,65,66.06,761,"1,152",-0.23
82,83,Brett Quigley,92,66.01,998,"1,512",-0.26
83,97,Justin Rose,71,65.95,831,"1,260",-0.27
83,75,Chez Reavie,81,65.95,914,"1,386",-0.24
85,80,Rod Pampling,72,65.88,842,"1,278",-0.26
86,87,Aron Price,89,65.71,958,"1,458",-0.23
87,86,Harrison Frazar,93,65.67,"1,052","1,602",-0.31
88,88,Lucas Glover,93,65.65,"1,099","1,674",-0.28
89,105,Johnson Wagner,81,65.64,957,"1,458",-0.26
90,91,Matt Weibring,65,65.63,697,"1,062",-0.28
90,121,Darron Stiles,52,65.63,567,864,-0.22
90,96,Rocco Mediate,79,65.63,886,"1,350",-0.22
93,89,Mathew Goggin,76,65.62,874,"1,332",-0.25
93,100,Jason Gore,74,65.62,815,"1,242",-0.23
95,90,Sergio Garcia,59,65.61,685,"1,044",-0.26
96,91,Rory Sabbatini,81,65.56,944,"1,440",-0.28
96,118,Kent Jones,73,65.56,767,"1,170",-0.22
98,93,Jim Furyk,86,65.53,979,"1,494",-0.29
98,102,Cameron Beckman,87,65.53,979,"1,494",-0.24
100,95,Greg Chalmers,85,65.51,908,"1,386",-0.30
100,85,Mark Calcavecchia,72,65.51,849,"1,296",-0.25
102,99,Tim Petrovic,97,65.44,"1,119","1,710",-0.26
103,103,Richard Johnson,85,65.41,989,"1,512",-0.25
104,98,Scott McCarron,91,65.38,"1,071","1,638",-0.27
104,108,Ryan Palmer,78,65.38,918,"1,404",-0.27
106,100,Woody Austin,84,65.34,988,"1,512",-0.26
107,104,Gary Woodland,53,65.13,551,846,-0.24
108,106,Jarrod Lyle,65,65.11,668,"1,026",-0.22
109,113,Dean Wilson,81,65.01,901,"1,386",-0.28
110,107,Vaughn Taylor,88,64.95,982,"1,512",-0.30
111,114,John Merrick,91,64.93,970,"1,494",-0.28
112,109,Andres Romero,58,64.91,666,"1,026",-0.28
113,117,Ben Crane,93,64.87,"1,086","1,674",-0.28
114,110,Peter Lonard,86,64.84,957,"1,476",-0.21
115,134,Chris Riley,77,64.79,828,"1,278",-0.28
115,114,John Mallinger,90,64.79,"1,003","1,548",-0.27
117,112,Jason Day,61,64.78,618,954,-0.30
118,120,Tom Pernice Jr.,82,64.77,956,"1,476",-0.25
119,122,Brian Bateman,55,64.75,641,990,-0.23
120,111,Charlie Wi,92,64.73,"1,072","1,656",-0.30
121,128,Bob Heintz,59,64.65,640,990,-0.28
121,135,Brian Davis,103,64.65,"1,152","1,782",-0.29
121,118,Peter Tomasulo,61,64.65,640,990,-0.23
124,116,Jerry Kelly,90,64.63,954,"1,476",-0.29
125,123,Chris DiMarco,97,64.58,"1,081","1,674",-0.25
126,124,Michael Letzig,96,64.43,"1,067","1,656",-0.28
127,126,Phil Mickelson,66,64.29,729,"1,134",-0.31
128,127,Geoff Ogilvy,78,64.27,833,"1,296",-0.29
129,129,Ben Curtis,63,64.25,717,"1,116",-0.23
129,129,Bob Estes,78,64.25,902,"1,404",-0.27
131,131,Kevin Na,91,64.24,"1,006","1,566",-0.29
132,132,Matt Kuchar,82,64.23,948,"1,476",-0.28
132,132,Bubba Watson,73,64.23,844,"1,314",-0.30
134,141,John Rollins,92,64.20,"1,017","1,584",-0.27
135,139,Steve Lowery,83,64.12,958,"1,494",-0.26
136,136,Lee Janzen,74,64.05,784,"1,224",-0.26
137,138,Mark Brooks,55,63.95,541,846,-0.21
138,144,Tim Herron,87,63.92,"1,001","1,566",-0.26
138,141,Brandt Snedeker,81,63.92,886,"1,386",-0.27
140,143,Brian Vranesh,51,63.83,540,846,-0.22
141,137,Cliff Kresge,78,63.81,827,"1,296",-0.24
142,147,George McNeill,82,63.68,917,"1,440",-0.28
143,146,Todd Hamilton,83,63.65,928,"1,458",-0.24
144,145,Stewart Cink,79,63.47,834,"1,314",-0.26
145,155,Paul Goydos,79,63.42,879,"1,386",-0.27
146,153,Jeff Quinney,78,63.39,890,"1,404",-0.27
147,148,James Nitties,86,63.35,935,"1,476",-0.28
148,150,Freddie Jacobson,83,63.31,923,"1,458",-0.27
149,150,Jimmy Walker,74,63.24,774,"1,224",-0.28
150,152,Stuart Appleby,79,63.18,887,"1,404",-0.22
151,154,Pat Perez,74,63.12,818,"1,296",-0.29
152,168,Daniel Chopra,89,63.11,"1,011","1,602",-0.31
153,161,Ken Duke,87,63.09,988,"1,566",-0.23
154,162,David Mathis,82,63.08,863,"1,368",-0.24
155,158,Matt Bettencourt,98,63.04,"1,112","1,764",-0.27
156,156,Mike Weir,85,63.03,953,"1,512",-0.28
157,157,Luke Donald,79,63.01,862,"1,368",-0.29
158,149,Brad Adamonis,70,62.99,771,"1,224",-0.23
158,167,Corey Pavin,73,62.99,737,"1,170",-0.27
158,160,Marc Turnesa,77,62.99,873,"1,386",-0.20
161,163,Nathan Green,104,62.89,"1,132","1,800",-0.25
162,164,Adam Scott,53,62.82,588,936,-0.22
163,165,Bart Bryant,58,62.76,610,972,-0.24
164,166,Anthony Kim,76,62.69,835,"1,332",-0.33
165,172,Greg Kraft,51,62.65,530,846,-0.18
166,169,Webb Simpson,94,62.59,"1,059","1,692",-0.28
167,175,Carl Pettersson,86,62.53,968,"1,548",-0.26
168,176,Brian Gay,96,62.44,"1,034","1,656",-0.28
169,170,Ángel Cabrera,55,62.35,606,972,-0.27
170,171,Retief Goosen,74,62.33,819,"1,314",-0.28
171,173,Joe Ogilvie,85,62.32,931,"1,494",-0.30
172,177,Ryuji Imada,85,61.44,940,"1,530",-0.26
172,174,Brendon Todd,53,61.44,564,918,-0.19
174,179,Jeff Overton,92,61.43,973,"1,584",-0.28
175,178,Padraig Harrington,66,61.20,716,"1,170",-0.26
176,183,J.B. Holmes,74,61.19,815,"1,332",-0.26
177,181,Leif Olson,51,61.11,517,846,-0.25
178,180,Ian Poulter,59,61.01,615,"1,008",-0.26
179,182,David Duval,56,60.91,614,"1,008",-0.28
180,184,Derek Fathauer,63,60.33,619,"1,026",-0.26
181,185,Aaron Baddeley,66,59.57,697,"1,170",-0.31
182,186,Parker McLachlin,71,58.37,746,"1,278",-0.26
183,187,Eric Axley,71,57.30,691,"1,206",-0.24
184,188,Brad Faxon,59,52.35,556,"1,062",-0.25
